"","kind","spec","prolific_id","response","response_corrected","source"
"1158","control subjective adjective","spicy","605c35e1011fef6022b70a3a","Both","both","faultless"
"1159","abstract concept","heavy metal","5a01f46c074b19000125133c","Is","is","faultless"
"1160","abstract concept","heavy metal","60c1e5f03dac31bd0fb91294","Both","both","faultless"
"1161","abstract concept","heavy metal","61366473fa6785da70d75351","Both","both","faultless"
"1162","abstract concept","heavy metal","5b4917b046cf8d0001ae4383","Both","both","faultless"
"1163","abstract concept","heavy metal","5bd0c54825db7b00017865f2","Both","both","faultless"
"1164","abstract concept","heavy metal","60af4c6b1eabd1783a3078b5","Is","is","faultless"
"1165","abstract concept","heavy metal","60080f67b339b627a9b7c69e","Is","is","faultless"
"1166","abstract concept","heavy metal","5982ffdb06cd1f0001f8dda6","Both","both","faultless"
"1167","abstract concept","heavy metal","609d6d0e71d9db2825a6cc42","Both","both","faultless"
"1168","abstract concept","heavy metal","5e904b121b79af01dbfa37cf","Is","is","faultless"
"1169","abstract concept","heavy metal","5dcfdf449b61040e3b923621","Is","is","faultless"
"1170","abstract concept","heavy metal","610510964bd201870290e2fe","Both","both","faultless"
"1171","abstract concept","heavy metal","60eda07f6d6e3abf23a92951","Both","both","faultless"
"1172","abstract concept","heavy metal","5cdb487aa63838000162bc73","Both","both","faultless"
"1173","abstract concept","heavy metal","6127c89a145f6be7b6527daa","Is","is","faultless"
"1174","abstract concept","heavy metal","5dd43922ecd14c4370d02a2e","Is","is","faultless"
"1175","abstract concept","heavy metal","60dd24581d271ea1af032339","Both","both","faultless"
"1176","abstract concept","heavy metal","5f5b89648901d82d98519918","Both","both","faultless"
"1177","abstract concept","heavy metal","59c558114374e1000125c522","Both","both","faultless"
"1178","abstract concept","heavy metal","611bdc0a559f692248bf1c54","Both","both","faultless"
"1179","abstract concept","heavy metal","62e50a9b4ea7a8e74bbbb158","Both","both","faultless"
"1180","abstract concept","heavy metal","59c95afe1e901d0001df8c79","Is","is","faultless"
"1181","abstract concept","heavy metal","5a3fa72c1ba4960001029909","Both","both","faultless"
"1182","abstract concept","heavy metal","5cc076320004360001ed90dc","Both","both","faultless"
"1183","abstract concept","heavy metal","5fcad787ca46657c3d442d57","Both","both","faultless"
"1184","abstract concept","heavy metal","5d4892d03eb6bf0018399498","Both","both","faultless"
"1185","abstract concept","heavy metal","62a766c5899e18df9ca94d67","Is","is","faultless"
"1186","abstract concept","heavy metal","606ca47dac67cbdff9177d6b","Is","is","faultless"
"1187","abstract concept","heavy metal","62d2b86ed12d650ea7268dd7","Is not","is_not","faultless"
"1188","abstract concept","heavy metal","62ebd8c191cf8e7fe54af5cf","Both","both","faultless"
"1189","abstract concept","heavy metal","5f3fad86c15d910261828ca9","Is","is","faultless"
"1190","abstract concept","heavy metal","5ffee833adbaca5dec7426c0","Both","both","faultless"
"1191","abstract concept","heavy metal","59db44e63e5ea00001e1d163","Both","both","faultless"
"1192","abstract concept","heavy metal","60b62b9daab749081c5b88f0","Is","is","faultless"
"1193","abstract concept","heavy metal","60fbc21303c4bb03e3ba72b3","Is","is","faultless"
"1194","abstract concept","heavy metal","5de7baf95d4f97726bc2b11e","Is","is","faultless"
"1195","abstract concept","heavy metal","5fdca8f20f62f41ef567186c","Both","both","faultless"
"1196","abstract concept","heavy metal","608b2f8c02e302a56addb5e4","Is not","is_not","faultless"
"1197","abstract concept","heavy metal","60c7661114d630707fb8bd8a","Both","both","faultless"
"1198","abstract concept","heavy metal","5dcc6f91e5e18690a20e74d1","Both","both","faultless"
"1199","abstract concept","heavy metal","5f3eb7a8f14d1312518c5776","Both","both","faultless"
"1200","abstract concept","heavy metal","60fd20dbf7e3865f1e6aa65b","Both","both","faultless"
"1201","abstract concept","heavy metal","6050cb50a965d6a6eb12361e","Both","both","faultless"
"1202","abstract concept","heavy metal","60af52990d170be944d0df18","Both","both","faultless"
"1203","abstract concept","heavy metal","62e970edb3e1750e9c322417@email.prolific.co","Is","is","faultless"
"1204","abstract concept","heavy metal","5f511cdb275a742f89f0b9bf","Both","both","faultless"
"1205","abstract concept","heavy metal","60abfd1c0288766d6053de0d","Is","is","faultless"
"1206","abstract concept","heavy metal","5fa154fd4cbe97227182aff7","Both","both","faultless"
"1207","abstract concept","heavy metal","60a451dd76cf19ed275d3f49","Is","is","faultless"
"1208","abstract concept","heavy metal","598b108e504c5200011964a1","Both","both","faultless"
"1209","abstract concept","heavy metal","605c35e1011fef6022b70a3a","Both","both","faultless"
"1210","natural kind","tiger","5a01f46c074b19000125133c","Both","both","faultless"
"1211","natural kind","tiger","60c1e5f03dac31bd0fb91294","Both","both","faultless"
"1212","natural kind","tiger","61366473fa6785da70d75351","Is not","is_not","faultless"
"1213","natural kind","tiger","5b4917b046cf8d0001ae4383","Both","both","faultless"
"1214","natural kind","tiger","5bd0c54825db7b00017865f2","Is not","is_not","faultless"
"1215","natural kind","tiger","60af4c6b1eabd1783a3078b5","Is","is","faultless"
"1216","natural kind","tiger","60080f67b339b627a9b7c69e","Is not","is_not","faultless"
"1217","natural kind","tiger","5982ffdb06cd1f0001f8dda6","Is not","is_not","faultless"
"1218","natural kind","tiger","609d6d0e71d9db2825a6cc42","Is not","is_not","faultless"
"1219","natural kind","tiger","5e904b121b79af01dbfa37cf","Both","both","faultless"
"1220","natural kind","tiger","5dcfdf449b61040e3b923621","Is not","is_not","faultless"
"1221","natural kind","tiger","610510964bd201870290e2fe","Is not","is_not","faultless"
"1222","natural kind","tiger","60eda07f6d6e3abf23a92951","Is not","is_not","faultless"
"1223","natural kind","tiger","5cdb487aa63838000162bc73","Both","both","faultless"
"1224","natural kind","tiger","6127c89a145f6be7b6527daa","Is not","is_not","faultless"
"1225","natural kind","tiger","5dd43922ecd14c4370d02a2e","Is not","is_not","faultless"
"1226","natural kind","tiger","60dd24581d271ea1af032339","Is not","is_not","faultless"
"1227","natural kind","tiger","5f5b89648901d82d98519918","Is not","is_not","faultless"
"1228","natural kind","tiger","59c558114374e1000125c522","Is not","is_not","faultless"
"1229","natural kind","tiger","611bdc0a559f692248bf1c54","Is not","is_not","faultless"
"1230","natural kind","tiger","62e50a9b4ea7a8e74bbbb158","Is not","is_not","faultless"
"1231","natural kind","tiger","59c95afe1e901d0001df8c79","Both","both","faultless"
"1232","natural kind","tiger","5a3fa72c1ba4960001029909","Is not","is_not","faultless"
"1233","natural kind","tiger","5cc076320004360001ed90dc","Is not","is_not","faultless"
"1234","natural kind","tiger","5fcad787ca46657c3d442d57","Is not","is_not","faultless"
"1235","natural kind","tiger","5d4892d03eb6bf0018399498","Is not","is_not","faultless"
"1236","natural kind","tiger","62a766c5899e18df9ca94d67","Both","both","faultless"
"1237","natural kind","tiger","606ca47dac67cbdff9177d6b","Is not","is_not","faultless"
"1238","natural kind","tiger","62d2b86ed12d650ea7268dd7","Is not","is_not","faultless"
"1239","natural kind","tiger","62ebd8c191cf8e7fe54af5cf","Both","both","faultless"
"1240","natural kind","tiger","5f3fad86c15d910261828ca9","Is","is","faultless"
"1241","natural kind","tiger","5ffee833adbaca5dec7426c0","Both","both","faultless"
"1242","natural kind","tiger","59db44e63e5ea00001e1d163","Is not","is_not","faultless"
"1243","natural kind","tiger","60b62b9daab749081c5b88f0","Both","both","faultless"
"1244","natural kind","tiger","60fbc21303c4bb03e3ba72b3","Both","both","faultless"
"1245","natural kind","tiger","5de7baf95d4f97726bc2b11e","Is","is","faultless"
"1246","natural kind","tiger","5fdca8f20f62f41ef567186c","Is not","is_not","faultless"
"1247","natural kind","tiger","608b2f8c02e302a56addb5e4","Is","is","faultless"
"1248","natural kind","tiger","60c7661114d630707fb8bd8a","Both","both","faultless"
"1249","natural kind","tiger","5dcc6f91e5e18690a20e74d1","Is not","is_not","faultless"
"1250","natural kind","tiger","5f3eb7a8f14d1312518c5776","Is not","is_not","faultless"
"1251","natural kind","tiger","60fd20dbf7e3865f1e6aa65b","Both","both","faultless"
"1252","natural kind","tiger","6050cb50a965d6a6eb12361e","Is not","is_not","faultless"
"1253","natural kind","tiger","60af52990d170be944d0df18","Is not","is_not","faultless"
"1254","natural kind","tiger","62e970edb3e1750e9c322417@email.prolific.co","Is not","is_not","faultless"
"1255","natural kind","tiger","5f511cdb275a742f89f0b9bf","Both","both","faultless"
"1256","natural kind","tiger","60abfd1c0288766d6053de0d","Both","both","faultless"
"1257","natural kind","tiger","5fa154fd4cbe97227182aff7","Both","both","faultless"
"1258","natural kind","tiger","60a451dd76cf19ed275d3f49","Both","both","faultless"
"1259","natural kind","tiger","598b108e504c5200011964a1","Is not","is_not","faultless"
"1260","natural kind","tiger","605c35e1011fef6022b70a3a","Both","both","faultless"
"1261","artifact","fork","5a01f46c074b19000125133c","Both","both","faultless"
"1262","artifact","fork","60c1e5f03dac31bd0fb91294","Is","is","faultless"
"1263","artifact","fork","61366473fa6785da70d75351","Both","both","faultless"
"1264","artifact","fork","5b4917b046cf8d0001ae4383","Both","both","faultless"
"1265","artifact","fork","5bd0c54825db7b00017865f2","Is","is","faultless"
"1266","artifact","fork","60af4c6b1eabd1783a3078b5","Is","is","faultless"
"1267","artifact","fork","60080f67b339b627a9b7c69e","Is not","is_not","faultless"
"1268","artifact","fork","5982ffdb06cd1f0001f8dda6","Is not","is_not","faultless"
"1269","artifact","fork","609d6d0e71d9db2825a6cc42","Both","both","faultless"
"1270","artifact","fork","5e904b121b79af01dbfa37cf","Is not","is_not","faultless"
"1271","artifact","fork","5dcfdf449b61040e3b923621","Is not","is_not","faultless"
"1272","artifact","fork","610510964bd201870290e2fe","Is","is","faultless"
"1273","artifact","fork","60eda07f6d6e3abf23a92951","Both","both","faultless"
"1274","artifact","fork","5cdb487aa63838000162bc73","Is","is","faultless"
"1275","artifact","fork","6127c89a145f6be7b6527daa","Is not","is_not","faultless"
"1276","artifact","fork","5dd43922ecd14c4370d02a2e","Both","both","faultless"
"1277","artifact","fork","60dd24581d271ea1af032339","Is not","is_not","faultless"
"1278","artifact","fork","5f5b89648901d82d98519918","Is","is","faultless"
"1279","artifact","fork","59c558114374e1000125c522","Is","is","faultless"
"1280","artifact","fork","611bdc0a559f692248bf1c54","Both","both","faultless"
"1281","artifact","fork","62e50a9b4ea7a8e74bbbb158","Both","both","faultless"
"1282","artifact","fork","59c95afe1e901d0001df8c79","Is","is","faultless"
"1283","artifact","fork","5a3fa72c1ba4960001029909","Is","is","faultless"
"1284","artifact","fork","5cc076320004360001ed90dc","Is not","is_not","faultless"
"1285","artifact","fork","5fcad787ca46657c3d442d57","Is","is","faultless"
"1286","artifact","fork","5d4892d03eb6bf0018399498","Both","both","faultless"
"1287","artifact","fork","62a766c5899e18df9ca94d67","Both","both","faultless"
"1288","artifact","fork","606ca47dac67cbdff9177d6b","Is","is","faultless"
"1289","artifact","fork","62d2b86ed12d650ea7268dd7","Is not","is_not","faultless"
"1290","artifact","fork","62ebd8c191cf8e7fe54af5cf","Is","is","faultless"
"1291","artifact","fork","5f3fad86c15d910261828ca9","Is not","is_not","faultless"
"1292","artifact","fork","5ffee833adbaca5dec7426c0","Is","is","faultless"
"1293","artifact","fork","59db44e63e5ea00001e1d163","Both","both","faultless"
"1294","artifact","fork","60b62b9daab749081c5b88f0","Is not","is_not","faultless"
"1295","artifact","fork","60fbc21303c4bb03e3ba72b3","Is","is","faultless"
"1296","artifact","fork","5de7baf95d4f97726bc2b11e","Is","is","faultless"
"1297","artifact","fork","5fdca8f20f62f41ef567186c","Both","both","faultless"
"1298","artifact","fork","608b2f8c02e302a56addb5e4","Is","is","faultless"
"1299","artifact","fork","60c7661114d630707fb8bd8a","Both","both","faultless"
"1300","artifact","fork","5dcc6f91e5e18690a20e74d1","Both","both","faultless"
"1301","artifact","fork","5f3eb7a8f14d1312518c5776","Both","both","faultless"
"1302","artifact","fork","60fd20dbf7e3865f1e6aa65b","Both","both","faultless"
"1303","artifact","fork","6050cb50a965d6a6eb12361e","Is","is","faultless"
"1304","artifact","fork","60af52990d170be944d0df18","Is not","is_not","faultless"
"1305","artifact","fork","62e970edb3e1750e9c322417@email.prolific.co","Both","both","faultless"
"1306","artifact","fork","5f511cdb275a742f89f0b9bf","Is not","is_not","faultless"
"1307","artifact","fork","60abfd1c0288766d6053de0d","Is not","is_not","faultless"
"1308","artifact","fork","5fa154fd4cbe97227182aff7","Both","both","faultless"
"1309","artifact","fork","60a451dd76cf19ed275d3f49","Both","both","faultless"
"1310","artifact","fork","598b108e504c5200011964a1","Both","both","faultless"
"1311","artifact","fork","605c35e1011fef6022b70a3a","Is","is","faultless"
"1312","abstract concept","scientist","5a01f46c074b19000125133c","Is not","is_not","faultless"
"1313","abstract concept","scientist","60c1e5f03dac31bd0fb91294","Both","both","faultless"
"1314","abstract concept","scientist","61366473fa6785da70d75351","Both","both","faultless"
"1315","abstract concept","scientist","5b4917b046cf8d0001ae4383","Both","both","faultless"
"1316","abstract concept","scientist","5bd0c54825db7b00017865f2","Both","both","faultless"
"1317","abstract concept","scientist","60af4c6b1eabd1783a3078b5","Is","is","faultless"
"1318","abstract concept","scientist","60080f67b339b627a9b7c69e","Both","both","faultless"
"1319","abstract concept","scientist","5982ffdb06cd1f0001f8dda6","Is not","is_not","faultless"
"1320","abstract concept","scientist","609d6d0e71d9db2825a6cc42","Is not","is_not","faultless"
"1321","abstract concept","scientist","5e904b121b79af01dbfa37cf","Is not","is_not","faultless"
"1322","abstract concept","scientist","5dcfdf449b61040e3b923621","Is","is","faultless"
"1323","abstract concept","scientist","610510964bd201870290e2fe","Is","is","faultless"
"1324","abstract concept","scientist","60eda07f6d6e3abf23a92951","Both","both","faultless"
"1325","abstract concept","scientist","5cdb487aa63838000162bc73","Is not","is_not","faultless"
"1326","abstract concept","scientist","6127c89a145f6be7b6527daa","Both","both","faultless"
"1327","abstract concept","scientist","5dd43922ecd14c4370d02a2e","Is not","is_not","faultless"
"1328","abstract concept","scientist","60dd24581d271ea1af032339","Is not","is_not","faultless"
"1329","abstract concept","scientist","5f5b89648901d82d98519918","Both","both","faultless"
"1330","abstract concept","scientist","59c558114374e1000125c522","Is not","is_not","faultless"
"1331","abstract concept","scientist","611bdc0a559f692248bf1c54","Is","is","faultless"
"1332","abstract concept","scientist","62e50a9b4ea7a8e74bbbb158","Is not","is_not","faultless"
"1333","abstract concept","scientist","59c95afe1e901d0001df8c79","Is not","is_not","faultless"
"1334","abstract concept","scientist","5a3fa72c1ba4960001029909","Both","both","faultless"
"1335","abstract concept","scientist","5cc076320004360001ed90dc","Both","both","faultless"
"1336","abstract concept","scientist","5fcad787ca46657c3d442d57","Both","both","faultless"
"1337","abstract concept","scientist","5d4892d03eb6bf0018399498","Is not","is_not","faultless"
"1338","abstract concept","scientist","62a766c5899e18df9ca94d67","Both","both","faultless"
"1339","abstract concept","scientist","606ca47dac67cbdff9177d6b","Is not","is_not","faultless"
"1340","abstract concept","scientist","62d2b86ed12d650ea7268dd7","Both","both","faultless"
"1341","abstract concept","scientist","62ebd8c191cf8e7fe54af5cf","Is","is","faultless"
"1342","abstract concept","scientist","5f3fad86c15d910261828ca9","Is not","is_not","faultless"
"1343","abstract concept","scientist","5ffee833adbaca5dec7426c0","Is","is","faultless"
"1344","abstract concept","scientist","59db44e63e5ea00001e1d163","Is","is","faultless"
"1345","abstract concept","scientist","60b62b9daab749081c5b88f0","Both","both","faultless"
"1346","abstract concept","scientist","60fbc21303c4bb03e3ba72b3","Is not","is_not","faultless"
"1347","abstract concept","scientist","5de7baf95d4f97726bc2b11e","Is not","is_not","faultless"
"1348","abstract concept","scientist","5fdca8f20f62f41ef567186c","Both","both","faultless"
"1349","abstract concept","scientist","608b2f8c02e302a56addb5e4","Both","both","faultless"
"1350","abstract concept","scientist","60c7661114d630707fb8bd8a","Both","both","faultless"
"1351","abstract concept","scientist","5dcc6f91e5e18690a20e74d1","Is not","is_not","faultless"
"1352","abstract concept","scientist","5f3eb7a8f14d1312518c5776","Both","both","faultless"
"1353","abstract concept","scientist","60fd20dbf7e3865f1e6aa65b","Both","both","faultless"
"1354","abstract concept","scientist","6050cb50a965d6a6eb12361e","Both","both","faultless"
"1355","abstract concept","scientist","60af52990d170be944d0df18","Both","both","faultless"
"1356","abstract concept","scientist","62e970edb3e1750e9c322417@email.prolific.co","Is not","is_not","faultless"
"1357","abstract concept","scientist","5f511cdb275a742f89f0b9bf","Is","is","faultless"
"1358","abstract concept","scientist","60abfd1c0288766d6053de0d","Is not","is_not","faultless"
"1359","abstract concept","scientist","5fa154fd4cbe97227182aff7","Both","both","faultless"
"1360","abstract concept","scientist","60a451dd76cf19ed275d3f49","Both","both","faultless"
"1361","abstract concept","scientist","598b108e504c5200011964a1","Is not","is_not","faultless"
"1362","natural kind","helium","5a01f46c074b19000125133c","Is not","is_not","faultless"
"1363","natural kind","helium","60c1e5f03dac31bd0fb91294","Is","is","faultless"
"1364","natural kind","helium","61366473fa6785da70d75351","Both","both","faultless"
"1365","natural kind","helium","5b4917b046cf8d0001ae4383","Both","both","faultless"
"1366","natural kind","helium","5bd0c54825db7b00017865f2","Is not","is_not","faultless"
"1367","natural kind","helium","60af4c6b1eabd1783a3078b5","Is not","is_not","faultless"
"1368","natural kind","helium","60080f67b339b627a9b7c69e","Both","both","faultless"
"1369","natural kind","helium","5982ffdb06cd1f0001f8dda6","Both","both","faultless"
"1370","natural kind","helium","609d6d0e71d9db2825a6cc42","Is not","is_not","faultless"
"1371","natural kind","helium","5e904b121b79af01dbfa37cf","Is not","is_not","faultless"
"1372","natural kind","helium","5dcfdf449b61040e3b923621","Is not","is_not","faultless"
"1373","natural kind","helium","610510964bd201870290e2fe","Is","is","faultless"
"1374","natural kind","helium","60eda07f6d6e3abf23a92951","Is not","is_not","faultless"
"1375","natural kind","helium","5cdb487aa63838000162bc73","Is not","is_not","faultless"
"1376","natural kind","helium","6127c89a145f6be7b6527daa","Is not","is_not","faultless"
"1377","natural kind","helium","5dd43922ecd14c4370d02a2e","Is not","is_not","faultless"
"1378","natural kind","helium","60dd24581d271ea1af032339","Is not","is_not","faultless"
"1379","natural kind","helium","5f5b89648901d82d98519918","Is not","is_not","faultless"
"1380","natural kind","helium","59c558114374e1000125c522","Is not","is_not","faultless"
"1381","natural kind","helium","611bdc0a559f692248bf1c54","Is not","is_not","faultless"
"1382","natural kind","helium","62e50a9b4ea7a8e74bbbb158","Is not","is_not","faultless"
"1383","natural kind","helium","59c95afe1e901d0001df8c79","Is not","is_not","faultless"
"1384","natural kind","helium","5a3fa72c1ba4960001029909","Is","is","faultless"
"1385","natural kind","helium","5cc076320004360001ed90dc","Is not","is_not","faultless"
"1386","natural kind","helium","5fcad787ca46657c3d442d57","Is not","is_not","faultless"
"1387","natural kind","helium","5d4892d03eb6bf0018399498","Is not","is_not","faultless"
"1388","natural kind","helium","62a766c5899e18df9ca94d67","Is not","is_not","faultless"
"1389","natural kind","helium","606ca47dac67cbdff9177d6b","Is not","is_not","faultless"
"1390","natural kind","helium","62d2b86ed12d650ea7268dd7","Is not","is_not","faultless"
"1391","natural kind","helium","62ebd8c191cf8e7fe54af5cf","Both","both","faultless"
"1392","natural kind","helium","5f3fad86c15d910261828ca9","Is not","is_not","faultless"
"1393","natural kind","helium","5ffee833adbaca5dec7426c0","Both","both","faultless"
"1394","natural kind","helium","59db44e63e5ea00001e1d163","Is not","is_not","faultless"
"1395","natural kind","helium","60b62b9daab749081c5b88f0","Both","both","faultless"
"1396","natural kind","helium","60fbc21303c4bb03e3ba72b3","Is","is","faultless"
"1397","natural kind","helium","5de7baf95d4f97726bc2b11e","Is","is","faultless"
"1398","natural kind","helium","5fdca8f20f62f41ef567186c","Is not","is_not","faultless"
"1399","natural kind","helium","608b2f8c02e302a56addb5e4","Is not","is_not","faultless"
"1400","natural kind","helium","60c7661114d630707fb8bd8a","Both","both","faultless"
"1401","natural kind","helium","5dcc6f91e5e18690a20e74d1","Is not","is_not","faultless"
"1402","natural kind","helium","5f3eb7a8f14d1312518c5776","Is not","is_not","faultless"
"1403","natural kind","helium","60fd20dbf7e3865f1e6aa65b","Is not","is_not","faultless"
"1404","natural kind","helium","6050cb50a965d6a6eb12361e","Is not","is_not","faultless"
"1405","natural kind","helium","60af52990d170be944d0df18","Is not","is_not","faultless"
"1406","natural kind","helium","62e970edb3e1750e9c322417@email.prolific.co","Is not","is_not","faultless"
"1407","natural kind","helium","5f511cdb275a742f89f0b9bf","Both","both","faultless"
"1408","natural kind","helium","60abfd1c0288766d6053de0d","Both","both","faultless"
"1409","natural kind","helium","5fa154fd4cbe97227182aff7","Both","both","faultless"
"1410","natural kind","helium","60a451dd76cf19ed275d3f49","Both","both","faultless"
"1411","natural kind","helium","598b108e504c5200011964a1","Is not","is_not","faultless"
"1412","artifact","kettle","5a01f46c074b19000125133c","Is not","is_not","faultless"
"1413","artifact","kettle","60c1e5f03dac31bd0fb91294","Is not","is_not","faultless"
"1414","artifact","kettle","61366473fa6785da70d75351","Both","both","faultless"
"1415","artifact","kettle","5b4917b046cf8d0001ae4383","Is not","is_not","faultless"
"1416","artifact","kettle","5bd0c54825db7b00017865f2","Both","both","faultless"
"1417","artifact","kettle","60af4c6b1eabd1783a3078b5","Is not","is_not","faultless"
"1418","artifact","kettle","60080f67b339b627a9b7c69e","Is not","is_not","faultless"
"1419","artifact","kettle","5982ffdb06cd1f0001f8dda6","Is not","is_not","faultless"
"1420","artifact","kettle","609d6d0e71d9db2825a6cc42","Is not","is_not","faultless"
"1421","artifact","kettle","5e904b121b79af01dbfa37cf","Is not","is_not","faultless"
"1422","artifact","kettle","5dcfdf449b61040e3b923621","Is not","is_not","faultless"
"1423","artifact","kettle","610510964bd201870290e2fe","Is not","is_not","faultless"
"1424","artifact","kettle","60eda07f6d6e3abf23a92951","Is not","is_not","faultless"
"1425","artifact","kettle","5cdb487aa63838000162bc73","Is","is","faultless"
"1426","artifact","kettle","6127c89a145f6be7b6527daa","Is not","is_not","faultless"
"1427","artifact","kettle","5dd43922ecd14c4370d02a2e","Is not","is_not","faultless"
"1428","artifact","kettle","60dd24581d271ea1af032339","Is not","is_not","faultless"
"1429","artifact","kettle","5f5b89648901d82d98519918","Both","both","faultless"
"1430","artifact","kettle","59c558114374e1000125c522","Is not","is_not","faultless"
"1431","artifact","kettle","611bdc0a559f692248bf1c54","Is not","is_not","faultless"
"1432","artifact","kettle","62e50a9b4ea7a8e74bbbb158","Both","both","faultless"
"1433","artifact","kettle","59c95afe1e901d0001df8c79","Is","is","faultless"
"1434","artifact","kettle","5a3fa72c1ba4960001029909","Both","both","faultless"
"1435","artifact","kettle","5cc076320004360001ed90dc","Is not","is_not","faultless"
"1436","artifact","kettle","5fcad787ca46657c3d442d57","Is","is","faultless"
"1437","artifact","kettle","5d4892d03eb6bf0018399498","Is not","is_not","faultless"
"1438","artifact","kettle","62a766c5899e18df9ca94d67","Both","both","faultless"
"1439","artifact","kettle","606ca47dac67cbdff9177d6b","Is not","is_not","faultless"
"1440","artifact","kettle","62d2b86ed12d650ea7268dd7","Both","both","faultless"
"1441","artifact","kettle","62ebd8c191cf8e7fe54af5cf","Is not","is_not","faultless"
"1442","artifact","kettle","5f3fad86c15d910261828ca9","Is not","is_not","faultless"
"1443","artifact","kettle","5ffee833adbaca5dec7426c0","Is not","is_not","faultless"
"1444","artifact","kettle","59db44e63e5ea00001e1d163","Both","both","faultless"
"1445","artifact","kettle","60b62b9daab749081c5b88f0","Is","is","faultless"
"1446","artifact","kettle","60fbc21303c4bb03e3ba72b3","Is not","is_not","faultless"
"1447","artifact","kettle","5de7baf95d4f97726bc2b11e","Is not","is_not","faultless"
"1448","artifact","kettle","5fdca8f20f62f41ef567186c","Both","both","faultless"
"1449","artifact","kettle","608b2f8c02e302a56addb5e4","Is not","is_not","faultless"
"1450","artifact","kettle","60c7661114d630707fb8bd8a","Is not","is_not","faultless"
"1451","artifact","kettle","5dcc6f91e5e18690a20e74d1","Is not","is_not","faultless"
"1452","artifact","kettle","5f3eb7a8f14d1312518c5776","Both","both","faultless"
"1453","artifact","kettle","60fd20dbf7e3865f1e6aa65b","Is not","is_not","faultless"
"1454","artifact","kettle","6050cb50a965d6a6eb12361e","Is not","is_not","faultless"
"1455","artifact","kettle","60af52990d170be944d0df18","Is not","is_not","faultless"
"1456","artifact","kettle","62e970edb3e1750e9c322417@email.prolific.co","Is not","is_not","faultless"
"1457","artifact","kettle","5f511cdb275a742f89f0b9bf","Is not","is_not","faultless"
"1458","artifact","kettle","60abfd1c0288766d6053de0d","Is","is","faultless"
"1459","artifact","kettle","5fa154fd4cbe97227182aff7","Both","both","faultless"
"1460","artifact","kettle","60a451dd76cf19ed275d3f49","Is not","is_not","faultless"
"1461","artifact","kettle","598b108e504c5200011964a1","Both","both","faultless"
"1462","control precise definition","square","5a01f46c074b19000125133c","Is not","is_not","faultless"
"1463","control precise definition","square","60c1e5f03dac31bd0fb91294","Is not","is_not","faultless"
"1464","control precise definition","square","61366473fa6785da70d75351","Is not","is_not","faultless"
"1465","control precise definition","square","5b4917b046cf8d0001ae4383","Is not","is_not","faultless"
"1466","control precise definition","square","5bd0c54825db7b00017865f2","Is not","is_not","faultless"
"1467","control precise definition","square","60af4c6b1eabd1783a3078b5","Is not","is_not","faultless"
"1468","control precise definition","square","60080f67b339b627a9b7c69e","Is not","is_not","faultless"
"1469","control precise definition","square","5982ffdb06cd1f0001f8dda6","Is not","is_not","faultless"
"1470","control precise definition","square","609d6d0e71d9db2825a6cc42","Is not","is_not","faultless"
"1471","control precise definition","square","5e904b121b79af01dbfa37cf","Is","is","faultless"
"1472","control precise definition","square","5dcfdf449b61040e3b923621","Is not","is_not","faultless"
"1473","control precise definition","square","610510964bd201870290e2fe","Is not","is_not","faultless"
"1474","control precise definition","square","60eda07f6d6e3abf23a92951","Is not","is_not","faultless"
"1475","control precise definition","square","5cdb487aa63838000162bc73","Is not","is_not","faultless"
"1476","control precise definition","square","6127c89a145f6be7b6527daa","Is not","is_not","faultless"
"1477","control precise definition","square","5dd43922ecd14c4370d02a2e","Is not","is_not","faultless"
"1478","control precise definition","square","60dd24581d271ea1af032339","Is not","is_not","faultless"
"1479","control precise definition","square","5f5b89648901d82d98519918","Is not","is_not","faultless"
"1480","control precise definition","square","59c558114374e1000125c522","Is not","is_not","faultless"
"1481","control precise definition","square","611bdc0a559f692248bf1c54","Is not","is_not","faultless"
"1482","control precise definition","square","62e50a9b4ea7a8e74bbbb158","Is not","is_not","faultless"
"1483","control precise definition","square","59c95afe1e901d0001df8c79","Is not","is_not","faultless"
"1484","control precise definition","square","5a3fa72c1ba4960001029909","Is not","is_not","faultless"
"1485","control precise definition","square","5cc076320004360001ed90dc","Is not","is_not","faultless"
"1486","control precise definition","square","5fcad787ca46657c3d442d57","Is not","is_not","faultless"
"1487","control precise definition","square","5d4892d03eb6bf0018399498","Is not","is_not","faultless"
"1488","control precise definition","square","62a766c5899e18df9ca94d67","Is not","is_not","faultless"
"1489","control precise definition","square","606ca47dac67cbdff9177d6b","Is not","is_not","faultless"
"1490","control precise definition","square","62d2b86ed12d650ea7268dd7","Both","both","faultless"
"1491","control precise definition","square","62ebd8c191cf8e7fe54af5cf","Is not","is_not","faultless"
"1492","control precise definition","square","5f3fad86c15d910261828ca9","Is not","is_not","faultless"
"1493","control precise definition","square","5ffee833adbaca5dec7426c0","Is not","is_not","faultless"
"1494","control precise definition","square","59db44e63e5ea00001e1d163","Is not","is_not","faultless"
"1495","control precise definition","square","60b62b9daab749081c5b88f0","Is not","is_not","faultless"
"1496","control precise definition","square","60fbc21303c4bb03e3ba72b3","Is not","is_not","faultless"
"1497","control precise definition","square","5de7baf95d4f97726bc2b11e","Is","is","faultless"
"1498","control precise definition","square","5fdca8f20f62f41ef567186c","Is not","is_not","faultless"
